course_title,course_organization,course_certificate_type,course_rating,course_review_num,course_time,course_difficulty,course_students_enrolled,course_url,course_skills,course_tools,course_summary,course_description
Google Marketing Digital e E-Commerce Professional Certificate,Not Specified,Professional Certificate,,725,4 Months,Advanced,16,https://www.coursera.org/professional-certificates/certificado-de-carrera-de-google-marketing-digital-e-e-commerce,Not Specified,Not Specified,Not Specified,Not Specified
"Content Creation for TikTok, YouTube, Instagram, Facebook Professional Certificate",Not Specified,Professional Certificate,,40,8 Weeks,Advanced,27,https://www.coursera.org/professional-certificates/content-creation-tiktok-youtube-instagram-facebook,Not Specified,Not Specified,Not Specified,Not Specified
CVS Health Call Center Customer Service Professional Certificate,Not Specified,Professional Certificate,,542,2 Months,Advanced,8,https://www.coursera.org/professional-certificates/cvshealth-call-center-customer-service,Not Specified,Not Specified,Not Specified,Not Specified
CVS Health Retail Customer Service Professional Certificate,Not Specified,Professional Certificate,,454,2 Months,Advanced,8,https://www.coursera.org/professional-certificates/cvshealth-retail-customer-service,Not Specified,Not Specified,Not Specified,Not Specified
Meta Marketing Analytics Professional Certificate,Not Specified,Professional Certificate,,357,7 Months,Advanced,41,https://www.coursera.org/professional-certificates/facebook-marketing-analytics,Not Specified,Not Specified,Not Specified,Not Specified
Meta Social Media Marketing Professional Certificate,Not Specified,Professional Certificate,,810,5 Months,Advanced,1,https://www.coursera.org/professional-certificates/facebook-social-media-marketing,Not Specified,Not Specified,Not Specified,Not Specified
"Financial Analyst: AI, Excel, and Power BI Skills Professional Certificate",Not Specified,Professional Certificate,,0,3 Months,Advanced,61,https://www.coursera.org/professional-certificates/financial-analyst-ai-excel-and-power-bi-skills,Not Specified,Not Specified,Not Specified,Not Specified
Google Project Management Professional Certificate,Not Specified,Professional Certificate,,435,6 Months,Advanced,16,https://www.coursera.org/professional-certificates/google-project-management,Not Specified,Not Specified,Not Specified,Not Specified
Google Digital Marketing & E-commerce Professional Certificate,Not Specified,Professional Certificate,,937,6 Months,Advanced,16,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce,Not Specified,Not Specified,Not Specified,Not Specified
Google Project Management Professional Certificate,Not Specified,Professional Certificate,,435,6 Months,Advanced,16,https://www.coursera.org/professional-certificates/google-project-management,Not Specified,Not Specified,Not Specified,Not Specified
HRCI Human Resource Associate Professional Certificate,Not Specified,Professional Certificate,,279,5 Months,Advanced,81,https://www.coursera.org/professional-certificates/hrci-human-resource-associate,Not Specified,Not Specified,Not Specified,Not Specified
IBM Business Analyst Professional Certificate,Not Specified,Professional Certificate,,188,12 Weeks,Advanced,1,https://www.coursera.org/professional-certificates/ibm-business-analyst-professional-certificate,Not Specified,Not Specified,Not Specified,Not Specified
IBM Digital Marketing and Growth Hacking with GenAI Professional Certificate,Not Specified,Professional Certificate,,184,2 Months,Advanced,1,https://www.coursera.org/professional-certificates/ibm-digital-marketing-and-growth-hacking,Not Specified,Not Specified,Not Specified,Not Specified
IBM IT Project Manager Professional Certificate,Not Specified,Professional Certificate,,0,4 Months,Advanced,355,https://www.coursera.org/professional-certificates/ibm-it-project-manager,Not Specified,Not Specified,Not Specified,Not Specified
IBM IT Scrum Master Professional Certificate,Not Specified,Professional Certificate,,535,3 Months,Advanced,355,https://www.coursera.org/professional-certificates/ibm-it-scrum-master,Not Specified,Not Specified,Not Specified,Not Specified
IBM Product Manager Professional Certificate,Not Specified,Professional Certificate,,487,3 Months,Advanced,355,https://www.coursera.org/professional-certificates/ibm-product-manager,Not Specified,Not Specified,Not Specified,Not Specified
IBM Product Owner Professional Certificate,Not Specified,Professional Certificate,,401,3-4 Months,Advanced,355,https://www.coursera.org/professional-certificates/ibm-product-owner,Not Specified,Not Specified,Not Specified,Not Specified
IBM Program Manager Professional Certificate,Not Specified,Professional Certificate,,883,2 Months,Advanced,355,https://www.coursera.org/professional-certificates/ibm-program-manager,Not Specified,Not Specified,Not Specified,Not Specified
IBM Project Manager Professional Certificate,Not Specified,Professional Certificate,,0,3 Months,Advanced,355,https://www.coursera.org/professional-certificates/ibm-project-manager,Not Specified,Not Specified,Not Specified,Not Specified
Intuit Academy Bookkeeping Professional Certificate,Not Specified,Professional Certificate,,239,4 Weeks,Advanced,384,https://www.coursera.org/professional-certificates/intuit-bookkeeping,Not Specified,Not Specified,Not Specified,Not Specified
Keller Williams Real Estate Agent Professional Certificate,Not Specified,Professional Certificate,,212,3 Months,Advanced,53,https://www.coursera.org/professional-certificates/keller-williams-real-estate-agent,Not Specified,Not Specified,Not Specified,Not Specified
Liberty Mutual Insurance Sales Agent Professional Certificate,Not Specified,Professional Certificate,,67,16 Weeks,Advanced,12,https://www.coursera.org/professional-certificates/libertymutual-insurancesalesagent,Not Specified,Not Specified,Not Specified,Not Specified
Market Research Analyst Professional Certificate,Not Specified,Professional Certificate,,0,4 Months,Advanced,61,https://www.coursera.org/professional-certificates/market-reseach-analyst,Not Specified,Not Specified,Not Specified,Not Specified
Microsoft 365 with Generative AI Professional Certificate,Not Specified,Professional Certificate,,80, Months,Advanced,2,https://www.coursera.org/professional-certificates/microsoft-365-copilot-for-productivity,Not Specified,Not Specified,Not Specified,Not Specified
Microsoft Account Manager with Generative AI Professional Certificate,Not Specified,Professional Certificate,,0,4 Months,Advanced,0,https://www.coursera.org/professional-certificates/microsoft-account-manager-with-generative-ai,Not Specified,Not Specified,Not Specified,Not Specified
Microsoft Business Analyst Professional Certificate,Not Specified,Professional Certificate,,531,3 Months,Advanced,2,https://www.coursera.org/professional-certificates/microsoft-business-analyst,Not Specified,Not Specified,Not Specified,Not Specified
Microsoft Program Management Professional Certificate,Not Specified,Professional Certificate,,167,3 Months,Advanced,2,https://www.coursera.org/professional-certificates/microsoft-program-management,Not Specified,Not Specified,Not Specified,Not Specified
Microsoft Project Management: Build Job-Ready Skills Professional Certificate,Not Specified,Professional Certificate,,771,4 Months,Advanced,2,https://www.coursera.org/professional-certificates/microsoft-project-management,Not Specified,Not Specified,Not Specified,Not Specified
Microsoft Public Relations and Communications Associate Professional Certificate,Not Specified,Professional Certificate,,225,5 Months,Advanced,2,https://www.coursera.org/professional-certificates/microsoft-public-relations,Not Specified,Not Specified,Not Specified,Not Specified
Salesforce Sales Development Representative Professional Certificate,Not Specified,Professional Certificate,,607,3 Months,Advanced,9,https://www.coursera.org/professional-certificates/sales-development-representative,Not Specified,Not Specified,Not Specified,Not Specified
Salesforce Sales Operations Professional Certificate,Not Specified,Professional Certificate,,128,3 Months,Advanced,181,https://www.coursera.org/professional-certificates/salesforce-sales-operations,Not Specified,Not Specified,Not Specified,Not Specified
SAP Business Analyst Professional Certificate,Not Specified,Professional Certificate,,173,4 Months,Advanced,37,https://www.coursera.org/professional-certificates/sap-business-analyst,Not Specified,Not Specified,Not Specified,Not Specified
SAP Technology Consultant Professional Certificate,Not Specified,Professional Certificate,,613,12 Weeks,Advanced,17,https://www.coursera.org/professional-certificates/sap-technology-consultant,Not Specified,Not Specified,Not Specified,Not Specified
Tally Bookkeeper Professional Certificate,Not Specified,Professional Certificate,,267,4 Months,Advanced,82,https://www.coursera.org/professional-certificates/tally-bookkeeper,Not Specified,Not Specified,Not Specified,Not Specified
Unilever Digital Marketing Analyst Professional Certificate,Not Specified,Professional Certificate,,337,2 Months,Advanced,84,https://www.coursera.org/professional-certificates/unilever-digital-marketing-analyst,Not Specified,Not Specified,Not Specified,Not Specified
Unilever Supply Chain Data Analyst Professional Certificate,Not Specified,Professional Certificate,,656, Months,Advanced,84,https://www.coursera.org/professional-certificates/unilever-supply-chain-data-analyst,Not Specified,Not Specified,Not Specified,Not Specified
Xbox Product Manager Professional Certificate,Not Specified,Professional Certificate,,65,5 Months,Advanced,23,https://www.coursera.org/professional-certificates/xbox-product-manager,Not Specified,Not Specified,Not Specified,Not Specified
Accounting and Financial Modelling Bootcamp Specialization,Not Specified,Professional Certificate,,0,8 Weeks,Advanced,1,https://www.coursera.org/specializations/accounting-and-financial-modelling-bootcamp,Not Specified,Not Specified,Not Specified,Not Specified
Accounting Operations & Automation Specialization,Not Specified,Professional Certificate,,19,4 Weeks,Advanced,0,https://www.coursera.org/specializations/accounting-operations-automation,Not Specified,Not Specified,Not Specified,Not Specified
Accounting Software Mastery for Modern Businesses Specialization,Not Specified,Professional Certificate,,82,4 Weeks,Advanced,0,https://www.coursera.org/specializations/accounting-software-mastery-modern-businesses,Not Specified,Not Specified,Not Specified,Not Specified
Accounts Payable & Receivable Operations Specialization,Not Specified,Professional Certificate,,0,4 Weeks,Advanced,40,https://www.coursera.org/specializations/accounts-payable-receivable-operations,Not Specified,Not Specified,Not Specified,Not Specified
Adapting: Career Development Specialization,Not Specified,Professional Certificate,,789,2 Months,Advanced,37,https://www.coursera.org/specializations/adapting-career-development,Not Specified,Not Specified,Not Specified,Not Specified
Administración de Empresas Specialization,Not Specified,Professional Certificate,,194,4 Weeks,Advanced,46,https://www.coursera.org/specializations/administracion-de-empresas,Not Specified,Not Specified,Not Specified,Not Specified
Adobe Digital Marketing Strategy Specialization,Not Specified,Professional Certificate,,761,4 Weeks,Advanced,313,https://www.coursera.org/specializations/adobe-digital-marketing-strategy,Not Specified,Not Specified,Not Specified,Not Specified
Advanced Digital Marketing Specialization,Not Specified,Professional Certificate,,55,4 Weeks,Advanced,700,https://www.coursera.org/specializations/advanced-digital-marketing,Not Specified,Not Specified,Not Specified,Not Specified
Advanced Leadership Skills for the 21st Century Specialization,Not Specified,Professional Certificate,,85,2 Months,Advanced,9,https://www.coursera.org/specializations/advanced-leadership-skills,Not Specified,Not Specified,Not Specified,Not Specified
Advanced Project Operations & Automation Specialization,Not Specified,Professional Certificate,,7,4 Weeks,Advanced,20,https://www.coursera.org/specializations/advanced-project-operations-automation,Not Specified,Not Specified,Not Specified,Not Specified
Agile for the Modern Product Manager Specialization,Not Specified,Professional Certificate,,0,4 Weeks,Advanced,2,https://www.coursera.org/specializations/agile-for-the-modern-product-manager,Not Specified,Not Specified,Not Specified,Not Specified
Agile Leadership Specialization,Not Specified,Professional Certificate,,219,4 Weeks,Advanced,78,https://www.coursera.org/specializations/agile-leadership-change-management,Not Specified,Not Specified,Not Specified,Not Specified
Agentic AI and AI Agents for Leaders Specialization,Not Specified,Professional Certificate,,526,4 Weeks,Advanced,1,https://www.coursera.org/specializations/ai-agents-for-leaders,Not Specified,Not Specified,Not Specified,Not Specified
AI in Financial Services: Foundations through future trends Specialization,Not Specified,Professional Certificate,,92,4 Weeks,Advanced,6,https://www.coursera.org/specializations/ai-financial-services-foundations-future-trends,Not Specified,Not Specified,Not Specified,Not Specified
AI For Business Productivity - 2026 Specialization,Not Specified,Professional Certificate,,17,8 Weeks,Advanced,0,https://www.coursera.org/specializations/ai-for-business,Not Specified,Not Specified,Not Specified,Not Specified
AI For Business Specialization,Not Specified,Professional Certificate,,859,4 Weeks,Advanced,322,https://www.coursera.org/specializations/ai-for-business-wharton,Not Specified,Not Specified,Not Specified,Not Specified
AI for Finance Specialization,Not Specified,Professional Certificate,,48,8 Weeks,Advanced,15,https://www.coursera.org/specializations/ai-for-finance,Not Specified,Not Specified,Not Specified,Not Specified
AI for HR Specialization,Not Specified,Professional Certificate,,23,8 Weeks,Advanced,15,https://www.coursera.org/specializations/ai-for-hr,Not Specified,Not Specified,Not Specified,Not Specified
AI for Lawyers and Other Advocates Specialization,Not Specified,Professional Certificate,,76,4 Weeks,Advanced,0,https://www.coursera.org/specializations/ai-for-lawyers-and-other-advocates,Not Specified,Not Specified,Not Specified,Not Specified
AI for Management & Management support Specialization,Not Specified,Professional Certificate,,21,8 Weeks,Advanced,15,https://www.coursera.org/specializations/ai-for-management,Not Specified,Not Specified,Not Specified,Not Specified
AI for Marketing Specialization,Not Specified,Professional Certificate,,19,8 Weeks,Advanced,15,https://www.coursera.org/specializations/ai-for-marketing,Not Specified,Not Specified,Not Specified,Not Specified
AI for Sales Specialization,Not Specified,Professional Certificate,,24,8 Weeks,Advanced,15,https://www.coursera.org/specializations/ai-for-sales,Not Specified,Not Specified,Not Specified,Not Specified
AI Foundations for Business Professionals Specialization,Not Specified,Professional Certificate,,316,4 Weeks,Advanced,27,https://www.coursera.org/specializations/ai-foundations-business-professionals,Not Specified,Not Specified,Not Specified,Not Specified
AI in Media Specialization,Not Specified,Professional Certificate,,0,4 Weeks,Advanced,269,https://www.coursera.org/specializations/ai-in-media,Not Specified,Not Specified,Not Specified,Not Specified
AI Innovation & Product Strategy Specialization,Not Specified,Professional Certificate,,41,8 Weeks,Advanced,1,https://www.coursera.org/specializations/ai-innovation-and-product-strategy,Not Specified,Not Specified,Not Specified,Not Specified
AI Leadership & Strategic Implementation Specialization,Not Specified,Professional Certificate,,39,2 Months,Advanced,71,https://www.coursera.org/specializations/ai-leadership-and-strategic-implementation,Not Specified,Not Specified,Not Specified,Not Specified
AI Marketing Mastery Specialization,Not Specified,Professional Certificate,,0,2 Months,Advanced,197,https://www.coursera.org/specializations/ai-marketing-mastery,Not Specified,Not Specified,Not Specified,Not Specified
"AI-Powered Business Analysis: Excel, KPIs & GenAI Specialization",Not Specified,Professional Certificate,,440,4 Weeks,Advanced,47,https://www.coursera.org/specializations/ai-powered-business-analysis-excel-kpis-and-genai,Not Specified,Not Specified,Not Specified,Not Specified
AI-Powered Customer Success Specialization,Not Specified,Professional Certificate,,316,4 Weeks,Advanced,139,https://www.coursera.org/specializations/ai-powered-customer-success,Not Specified,Not Specified,Not Specified,Not Specified
"AI-Powered Finance: Forecasting, Planning & Reporting Specialization",Not Specified,Professional Certificate,,247,4 Weeks,Advanced,71,https://www.coursera.org/specializations/ai-powered-finance-forecasting-planning-and-reporting,Not Specified,Not Specified,Not Specified,Not Specified
AI for Marketing Specialization,Not Specified,Professional Certificate,,82,4 Weeks,Advanced,0,https://www.coursera.org/specializations/aiformarketing,Not Specified,Not Specified,Not Specified,Not Specified
Artificial Intelligence in Finance and Wealth Management Specialization,Not Specified,Professional Certificate,,24,4 Weeks,Advanced,0,https://www.coursera.org/specializations/aimachinelearninginfinance,Not Specified,Not Specified,Not Specified,Not Specified
Business Analytics Specialization,Not Specified,Professional Certificate,,193,2 Months,Advanced,71,https://www.coursera.org/specializations/analytics,Not Specified,Not Specified,Not Specified,Not Specified
Applied Financial Analysis Specialization,Not Specified,Professional Certificate,,0,4 Weeks,Advanced,0,https://www.coursera.org/specializations/applied-financial-analysis,Not Specified,Not Specified,Not Specified,Not Specified
BI Essentials for Finance Analysts (Tableau Edition) Specialization,Not Specified,Professional Certificate,,101,4 Weeks,Advanced,0,https://www.coursera.org/specializations/bi-essentials-for-finance-analysts-tableau-edition,Not Specified,Not Specified,Not Specified,Not Specified
BI Essentials for Finance Analysts (Power BI Edition) Specialization,Not Specified,Professional Certificate,,384,4 Weeks,Advanced,127,https://www.coursera.org/specializations/bi-essentials-for-finance-professionals-powerbi,Not Specified,Not Specified,Not Specified,Not Specified
Boost Your Leadership Impact Specialization,Not Specified,Professional Certificate,,0,4 Weeks,Advanced,14,https://www.coursera.org/specializations/boost-your-leadership-impact,Not Specified,Not Specified,Not Specified,Not Specified
Branding: The Creative Journey Specialization,Not Specified,Professional Certificate,,736,4 Weeks,Advanced,34,https://www.coursera.org/specializations/branding-the-creative-journey,Not Specified,Not Specified,Not Specified,Not Specified
Build High-Performing Teams Specialization,Not Specified,Professional Certificate,,0,2 Months,Advanced,14,https://www.coursera.org/specializations/build-high-performing-teams,Not Specified,Not Specified,Not Specified,Not Specified
"Building Diverse, Inclusive, and Safe Workplaces Specialization",Not Specified,Professional Certificate,,189,4 Weeks,Advanced,5,https://www.coursera.org/specializations/building-diverse-inclusive-and-safe-workplaces,Not Specified,Not Specified,Not Specified,Not Specified
Business Analyst (ECBA) Certificate Preparation Specialization,Not Specified,Professional Certificate,,106,4 Weeks,Advanced,199,https://www.coursera.org/specializations/business-analyst-ecba-certification-preparation,Not Specified,Not Specified,Not Specified,Not Specified
Business Analytics with Excel Specialization,Not Specified,Professional Certificate,,78,4 Weeks,Advanced,0,https://www.coursera.org/specializations/business-analytics-with-excel,Not Specified,Not Specified,Not Specified,Not Specified
Business Communication Specialization,Not Specified,Professional Certificate,,634,4 Weeks,Advanced,68,https://www.coursera.org/specializations/business-communication,Not Specified,Not Specified,Not Specified,Not Specified
Business Communication for the Modern Workplace Specialization,Not Specified,Professional Certificate,,737,4 Weeks,Advanced,139,https://www.coursera.org/specializations/business-communication-for-the-modern-workplace,Not Specified,Not Specified,Not Specified,Not Specified
Entrepreneurship: Launching an Innovative Business Specialization,Not Specified,Professional Certificate,,298,4 Weeks,Advanced,202,https://www.coursera.org/specializations/business-entrepreneurship,Not Specified,Not Specified,Not Specified,Not Specified
"Business Execution: Ops, Team Management & Communication Specialization",Not Specified,Professional Certificate,,296,4 Weeks,Advanced,47,https://www.coursera.org/specializations/business-execution-ops-team-management-and-communication,Not Specified,Not Specified,Not Specified,Not Specified
Financial Management Specialization,Not Specified,Professional Certificate,,414,8 Weeks,Advanced,0,https://www.coursera.org/specializations/business-financial-management,Not Specified,Not Specified,Not Specified,Not Specified
Introduction to Business Specialization,Not Specified,Professional Certificate,,815,4 Weeks,Advanced,44,https://www.coursera.org/specializations/business-introduction,Not Specified,Not Specified,Not Specified,Not Specified
Business Management Essentials Specialization,Not Specified,Professional Certificate,,375,3 Months,Advanced,3,https://www.coursera.org/specializations/business-management-essentials,Not Specified,Not Specified,Not Specified,Not Specified
Business Models And Monetization Masterclass To Grow Revenue Specialization,Not Specified,Professional Certificate,,0,12 Weeks,Advanced,1,https://www.coursera.org/specializations/business-monetization-masterclass,Not Specified,Not Specified,Not Specified,Not Specified
Business Strategy Specialization,Not Specified,Professional Certificate,,827,4 Weeks,Advanced,621,https://www.coursera.org/specializations/business-strategy,Not Specified,Not Specified,Not Specified,Not Specified
Business Value and Project Management Specialization,Not Specified,Professional Certificate,,747,2 Months,Advanced,75,https://www.coursera.org/specializations/business-value-project-management,Not Specified,Not Specified,Not Specified,Not Specified
Campus to Corporate Training Program Specialization,Not Specified,Professional Certificate,,521,4 Weeks,Advanced,197,https://www.coursera.org/specializations/campus-to-corporate-training,Not Specified,Not Specified,Not Specified,Not Specified
Career Readiness & Leadership Skills in the Modern Workplace Specialization,Not Specified,Professional Certificate,,264,4 Weeks,Advanced,139,https://www.coursera.org/specializations/career-readiness-and-leadership-skills-in-the-modern-workplace,Not Specified,Not Specified,Not Specified,Not Specified
Career Success Specialization,Not Specified,Professional Certificate,,435,2 Months,Advanced,341,https://www.coursera.org/specializations/career-success,Not Specified,Not Specified,Not Specified,Not Specified
"Cells, Formulas, and Finance: Excel for Financial Analysts Specialization",Not Specified,Professional Certificate,,0,4 Weeks,Advanced,20,https://www.coursera.org/specializations/cells-formulas-finance-excel-financial-analysts,Not Specified,Not Specified,Not Specified,Not Specified
Certified Business Analysis Professional™ (CBAP®) Specialization,Not Specified,Professional Certificate,,340,4 Months,Advanced,81,https://www.coursera.org/specializations/certified-business-analysis-professional-cbap,Not Specified,Not Specified,Not Specified,Not Specified
ChatGPT + Excel: AI-Enhanced Data Analysis & Insight Specialization,Not Specified,Professional Certificate,,974,4 Weeks,Advanced,1,https://www.coursera.org/specializations/chatgpt-excel,Not Specified,Not Specified,Not Specified,Not Specified
ChatGPT for Project Management - Leveraging AI for Success Specialization,Not Specified,Professional Certificate,,970,4 Weeks,Advanced,1,https://www.coursera.org/specializations/chatgpt-project-management,Not Specified,Not Specified,Not Specified,Not Specified
ChatGPT + Zapier: AI-Powered Email Mastery Specialization,Not Specified,Professional Certificate,,840,4 Weeks,Advanced,1,https://www.coursera.org/specializations/chatgpt-zapier-email,Not Specified,Not Specified,Not Specified,Not Specified
Coaching Skills for Managers Specialization,Not Specified,Professional Certificate,,24,4 Weeks,Advanced,121,https://www.coursera.org/specializations/coaching-skills-manager,Not Specified,Not Specified,Not Specified,Not Specified
Competitive Strategy and Organization Design Specialization,Not Specified,Professional Certificate,,722,4 Weeks,Advanced,0,https://www.coursera.org/specializations/competitive-strategy,Not Specified,Not Specified,Not Specified,Not Specified
Complete Executive Leadership Specialization,Not Specified,Professional Certificate,,40,3 Months,Advanced,71,https://www.coursera.org/specializations/complete-executive-leadership,Not Specified,Not Specified,Not Specified,Not Specified
Conflict Management Specialization,Not Specified,Professional Certificate,,647,4 Weeks,Advanced,145,https://www.coursera.org/specializations/conflict-management,Not Specified,Not Specified,Not Specified,Not Specified
Construction Management Specialization,Not Specified,Professional Certificate,,723,3 Months,Advanced,0,https://www.coursera.org/specializations/construction-management,Not Specified,Not Specified,Not Specified,Not Specified
Content Creation and Copywriting Specialization,Not Specified,Professional Certificate,,784,4 Weeks,Advanced,18,https://www.coursera.org/specializations/content-creation-and-copywriting,Not Specified,Not Specified,Not Specified,Not Specified
Content Marketing Specialization,Not Specified,Professional Certificate,,384,4 Weeks,Advanced,0,https://www.coursera.org/specializations/contentmarketing,Not Specified,Not Specified,Not Specified,Not Specified
Corporate Communications Specialization,Not Specified,Professional Certificate,,156,12 Weeks,Advanced,0,https://www.coursera.org/specializations/corporatecommunications,Not Specified,Not Specified,Not Specified,Not Specified
Create and Enhance Visuals With AI Specialization,Not Specified,Professional Certificate,,39,4 Weeks,Advanced,313,https://www.coursera.org/specializations/create-and-enhance-visuals-with-ai,Not Specified,Not Specified,Not Specified,Not Specified
Creative Content Creation Toolkit Specialization,Not Specified,Professional Certificate,,381,4 Weeks,Advanced,92,https://www.coursera.org/specializations/creative-content-creation-toolkit,Not Specified,Not Specified,Not Specified,Not Specified
"Creative Design Tools: Adobe Photoshop, Illustrator, Acrobat Specialization",Not Specified,Professional Certificate,,652,2 Months,Advanced,313,https://www.coursera.org/specializations/creative-design-tools-adobe-photoshop-illustrator-acrobat,Not Specified,Not Specified,Not Specified,Not Specified
Credit Risk Modeling & Analysis Mastery Specialization,Not Specified,Professional Certificate,,43,4 Weeks,Advanced,0,https://www.coursera.org/specializations/credit-risk-modeling-and-analysis-mastery,Not Specified,Not Specified,Not Specified,Not Specified
"CRM, Project Management & Omnichannel Strategy Specialization",Not Specified,Professional Certificate,,0,4 Weeks,Advanced,20,https://www.coursera.org/specializations/crm-project-management-omnichannel-strategy,Not Specified,Not Specified,Not Specified,Not Specified
"Customer Service, Customer Support, Customer Experience Specialization",Not Specified,Professional Certificate,,5,12 Weeks,Advanced,0,https://www.coursera.org/specializations/customer-service,Not Specified,Not Specified,Not Specified,Not Specified
Data Analysis and Visualization with Microsoft Excel Specialization,Not Specified,Professional Certificate,,7,4 Weeks,Advanced,26,https://www.coursera.org/specializations/data-analysis-visualization-excel,Not Specified,Not Specified,Not Specified,Not Specified
Advanced Business Analytics Specialization,Not Specified,Professional Certificate,,256,4 Weeks,Advanced,151,https://www.coursera.org/specializations/data-analytics-business,Not Specified,Not Specified,Not Specified,Not Specified
Data Skills for Excel Professionals Specialization,Not Specified,Professional Certificate,,195,8 Weeks,Advanced,127,https://www.coursera.org/specializations/data-skills-for-excel,Not Specified,Not Specified,Not Specified,Not Specified
"DCF, Comps, and Scenarios: Financial Modeling and Valuation Specialization",Not Specified,Professional Certificate,,0,4 Weeks,Advanced,20,https://www.coursera.org/specializations/dcf-comps-scenarios-financial-modeling-valuation,Not Specified,Not Specified,Not Specified,Not Specified
Decentralized Finance (DeFi): The Future of Finance Specialization,Not Specified,Professional Certificate,,116,16 Weeks,Advanced,85,https://www.coursera.org/specializations/decentralized-finance-duke,Not Specified,Not Specified,Not Specified,Not Specified
Multi-Platform Digital Ads Mastery: 11 Platforms Specialization,Not Specified,Professional Certificate,,8,2 Months,Advanced,197,https://www.coursera.org/specializations/digital-ads-mastery,Not Specified,Not Specified,Not Specified,Not Specified
Digital Marketing Masterclass: A-Z Marketing Strategy - 2026 Specialization,Not Specified,Professional Certificate,,8,20 Weeks,Advanced,18,https://www.coursera.org/specializations/digital-growth-marketing,Not Specified,Not Specified,Not Specified,Not Specified
Digital Marketing Specialization,Not Specified,Professional Certificate,,103,3 Months,Advanced,56,https://www.coursera.org/specializations/digital-marketing,Not Specified,Not Specified,Not Specified,Not Specified
Full Digital Marketing Specialization,Not Specified,Professional Certificate,,20,3 Months,Advanced,197,https://www.coursera.org/specializations/digital-marketing-certification-course,Not Specified,Not Specified,Not Specified,Not Specified
Digital Marketing Channel Foundations Specialization,Not Specified,Professional Certificate,,0,4 Weeks,Advanced,20,https://www.coursera.org/specializations/digital-marketing-channel-foundations,Not Specified,Not Specified,Not Specified,Not Specified
Digital Marketing with Canva Specialization,Not Specified,Professional Certificate,,231,4 Weeks,Advanced,40,https://www.coursera.org/specializations/digital-marketing-with-canva,Not Specified,Not Specified,Not Specified,Not Specified
Digital Technologies and the Future of Manufacturing Specialization,Not Specified,Professional Certificate,,383,4 Weeks,Advanced,32,https://www.coursera.org/specializations/digital-technologies-future-of-manufacturing,Not Specified,Not Specified,Not Specified,Not Specified
Digital Transformation in Financial Services Specialization,Not Specified,Professional Certificate,,1,4 Weeks,Advanced,70,https://www.coursera.org/specializations/digital-transformation-financial-services,Not Specified,Not Specified,Not Specified,Not Specified
Claves de la Dirección de Empresas Specialization,Not Specified,Professional Certificate,,552,2 Months,Advanced,53,https://www.coursera.org/specializations/direccion-empresas,Not Specified,Not Specified,Not Specified,Not Specified
Dirección y Gestión de Negocios Specialization,Not Specified,Professional Certificate,,131,4 Weeks,Advanced,9,https://www.coursera.org/specializations/direccion-y-gestion-de-negocios,Not Specified,Not Specified,Not Specified,Not Specified
"Effective Communication: Writing, Design, and Presentation Specialization",Not Specified,Professional Certificate,,177,2 Months,Advanced,190,https://www.coursera.org/specializations/effective-business-communication,Not Specified,Not Specified,Not Specified,Not Specified
"B2B Sales: High-Impact Questions, Active Listening - 2026 Specialization",Not Specified,Professional Certificate,,5,12 Weeks,Advanced,18,https://www.coursera.org/specializations/effective-sales,Not Specified,Not Specified,Not Specified,Not Specified
Engineering Project Management Specialization,Not Specified,Professional Certificate,,810,4 Weeks,Advanced,163,https://www.coursera.org/specializations/engineering-project-management,Not Specified,Not Specified,Not Specified,Not Specified
Entrepreneurial Finance: Strategy and Innovation Specialization,Not Specified,Professional Certificate,,445,16 Weeks,Advanced,52,https://www.coursera.org/specializations/entrepreneurial-finance,Not Specified,Not Specified,Not Specified,Not Specified
Entrepreneurship: Growing Your Business Specialization,Not Specified,Professional Certificate,,778,4 Weeks,Advanced,535,https://www.coursera.org/specializations/entrepreneurship-growing-your-business,Not Specified,Not Specified,Not Specified,Not Specified
ESG for All Specialization,Not Specified,Professional Certificate,,242,8 Hours,Advanced,20,https://www.coursera.org/specializations/esg-for-all,Not Specified,Not Specified,Not Specified,Not Specified
Essential Manager Skills Specialization,Not Specified,Professional Certificate,,197,4 Weeks,Advanced,999,https://www.coursera.org/specializations/essential-manager-skills,Not Specified,Not Specified,Not Specified,Not Specified
Essential Skills for First-Time Managers Specialization,Not Specified,Professional Certificate,,571,4 Weeks,Advanced,197,https://www.coursera.org/specializations/essential-skills-for-new-managers,Not Specified,Not Specified,Not Specified,Not Specified
Essentials of Hospitality Management Specialization,Not Specified,Professional Certificate,,96,12 Weeks,Advanced,44,https://www.coursera.org/specializations/essentials-of-hospitality-management,Not Specified,Not Specified,Not Specified,Not Specified
Estimating and Bidding in Construction Specialization,Not Specified,Professional Certificate,,17,4 Weeks,Advanced,1,https://www.coursera.org/specializations/estimating-and-bidding-in-construction,Not Specified,Not Specified,Not Specified,Not Specified
Ethical Leadership Specialization,Not Specified,Professional Certificate,,202,3 Months,Advanced,2,https://www.coursera.org/specializations/ethical-leadership,Not Specified,Not Specified,Not Specified,Not Specified
Excel Skills for Business Specialization,Not Specified,Professional Certificate,,689,3 Months,Advanced,1,https://www.coursera.org/specializations/excel,Not Specified,Not Specified,Not Specified,Not Specified
