course_title,course_organization,course_certificate_type,course_rating,course_review_num,course_time,course_difficulty,course_students_enrolled,course_url,course_skills,course_tools,course_summary,course_description
Introduction to Data Management,Not Specified,Professional Certificate,,122,2 Weeks,Advanced,41,https://www.coursera.org/learn/introduction-to-data-management,Not Specified,Not Specified,Not Specified,Not Specified
Introduction to Deep Learning & Neural Networks with Keras,Not Specified,Professional Certificate,,105,1 Weeks,Advanced,1,https://www.coursera.org/learn/introduction-to-deep-learning-with-keras,Not Specified,Not Specified,Not Specified,Not Specified
Introduction to Embedded Machine Learning,Not Specified,Professional Certificate,,288,2 Weeks,Advanced,70,https://www.coursera.org/learn/introduction-to-embedded-machine-learning,Not Specified,Not Specified,Not Specified,Not Specified
Introduction to Generative AI for Data Analysis,Not Specified,Professional Certificate,,93,2 Weeks,Advanced,2,https://www.coursera.org/learn/introduction-to-generative-ai-for-data-analysis,Data Ethics; Responsible AI; Interactive Data Visualization; Transfer Learning; Exploratory Data Analysis; Data Analysis; Data Preprocessing; AI Enablement; Data Cleansing,Generative AI; OpenAI; Prompt Engineering,Not Specified,Not Specified
Machine Learning in Production,Not Specified,Professional Certificate,,356,1 Weeks,Advanced,9,https://www.coursera.org/learn/introduction-to-machine-learning-in-production,Not Specified,Not Specified,Not Specified,Not Specified
Introduction to Machine Learning: Supervised Learning,Not Specified,Professional Certificate,,21,2 Weeks,Advanced,3,https://www.coursera.org/learn/introduction-to-machine-learning-supervised-learning,Data Preprocessing,Scikit Learn (Machine Learning Library),Not Specified,Not Specified
Introduction to Tableau,Not Specified,Professional Certificate,,318,2 Weeks,Advanced,108,https://www.coursera.org/learn/introduction-to-tableau,Not Specified,Not Specified,Not Specified,Not Specified
"Introduction to Trading, Machine Learning & GCP",Not Specified,Professional Certificate,,897,5 Hours,Advanced,180,https://www.coursera.org/learn/introduction-trading-machine-learning-gcp,Not Specified,Not Specified,Not Specified,Not Specified
An Intuitive Introduction to Probability,Not Specified,Professional Certificate,,883,- Days,Advanced,89,https://www.coursera.org/learn/introductiontoprobability,Statistics; Descriptive Statistics; Applied Mathematics; Risk Analysis; Probability & Statistics; Finance; Probability Distribution; Probability,Not Specified,Not Specified,Not Specified
Introduction to R Programming for Data Science,Not Specified,Professional Certificate,,614,1 Weeks,Advanced,404,https://www.coursera.org/learn/introducton-r-programming-data-science,Data Science; Programming Principles; Data Manipulation; Web Scraping; Exploratory Data Analysis; Data Import/Export; Data Analysis; Data Structures,R Programming; Integrated Development Environments; Jupyter,Not Specified,Not Specified
Julia Scientific Programming,Not Specified,Professional Certificate,,86,2 Weeks,Advanced,241,https://www.coursera.org/learn/julia-programming,Not Specified,Not Specified,Not Specified,Not Specified
Mathematics for Machine Learning: Linear Algebra,Not Specified,Professional Certificate,,254,2 Weeks,Advanced,495,https://www.coursera.org/learn/linear-algebra-machine-learning,Linear Algebra; Machine Learning Algorithms; Applied Mathematics; Algorithms,NumPy; Jupyter; Python Programming,Not Specified,Not Specified
Linear Regression and Modeling,Not Specified,Professional Certificate,,787,1 Weeks,Advanced,429,https://www.coursera.org/learn/linear-regression-model,Not Specified,Not Specified,Not Specified,Not Specified
Linear Algebra: Linear Systems and Matrix Equations,Not Specified,Professional Certificate,,173,1 Weeks,Advanced,0,https://www.coursera.org/learn/linear-systems-and-matrix-equations,Linear Algebra; Engineering Analysis; Applied Mathematics; Mathematical Modeling; Advanced Mathematics; Algebra; Mathematical Theory & Analysis; Geometry,Not Specified,Not Specified,Not Specified
Supervised Machine Learning: Regression and Classification,Not Specified,Professional Certificate,,511,1 Hours,Advanced,9,https://www.coursera.org/learn/machine-learning,Not Specified,Not Specified,Not Specified,Not Specified
Introduction to Machine Learning,Not Specified,Professional Certificate,,480,3 Weeks,Advanced,242,https://www.coursera.org/learn/machine-learning-duke,Not Specified,Not Specified,Not Specified,Not Specified
Machine Learning Foundations for Product Managers,Not Specified,Professional Certificate,,791,2 Weeks,Advanced,90,https://www.coursera.org/learn/machine-learning-foundations-for-product-managers,Not Specified,Not Specified,Not Specified,Not Specified
Machine Learning in Healthcare: Foundations and Applications,Not Specified,Professional Certificate,,0,3 Hours,Advanced,762,https://www.coursera.org/learn/machine-learning-in-healthcare-foundations-and-applications,Not Specified,Not Specified,Not Specified,Not Specified
Machine Learning Introduction for Everyone,Not Specified,Professional Certificate,,81,6 Hours,Advanced,791,https://www.coursera.org/learn/machine-learning-introduction-for-everyone,Not Specified,Not Specified,Not Specified,Not Specified
Machine Learning Models in Science,Not Specified,Professional Certificate,,14,1 Weeks,Advanced,983,https://www.coursera.org/learn/machine-learning-models-in-science,Not Specified,Not Specified,Not Specified,Not Specified
Structuring Machine Learning Projects,Not Specified,Professional Certificate,,891,5 Hours,Advanced,9,https://www.coursera.org/learn/machine-learning-projects,Not Specified,Not Specified,Not Specified,Not Specified
Using Machine Learning in Trading and Finance,Not Specified,Professional Certificate,,378,8 Hours,Advanced,180,https://www.coursera.org/learn/machine-learning-trading-finance,Not Specified,Not Specified,Not Specified,Not Specified
Machine Learning with Python,Not Specified,Professional Certificate,,487,2 Weeks,Advanced,2,https://www.coursera.org/learn/machine-learning-with-python,Not Specified,Not Specified,Not Specified,Not Specified
Making Data Science Work for Clinical Reporting,Not Specified,Professional Certificate,,6,1 Weeks,Advanced,0,https://www.coursera.org/learn/making-data-science-work-for-clinical-reporting,Not Specified,Not Specified,Not Specified,Not Specified
Managing Machine Learning Projects,Not Specified,Professional Certificate,,361,2 Weeks,Advanced,90,https://www.coursera.org/learn/managing-machine-learning-projects,Not Specified,Not Specified,Not Specified,Not Specified
Bayesian Statistics: Techniques and Models,Not Specified,Professional Certificate,,495,3 Weeks,Advanced,58,https://www.coursera.org/learn/mcmc-bayesian-statistics,Data Analysis; Statistical Modeling; Statistical Methods; Model Evaluation; Regression Analysis; Bayesian Statistics; Probability Distribution; Markov Model; Statistical Analysis,R Programming,Not Specified,Not Specified
Preparing for AI-900: Microsoft Azure AI Fundamentals exam,Not Specified,Professional Certificate,,221,1 Weeks,Advanced,2,https://www.coursera.org/learn/microsoft-ai-900-exam-prep,Computer Vision; Machine Learning; Artificial Intelligence; Responsible AI; Natural Language Processing; Predictive Modeling,No-Code Development; Model Deployment; Microsoft Azure; AI Workflows,Not Specified,Not Specified
Microsoft Copilot in Excel: Smarter Data Analysis Made Easy,Not Specified,Professional Certificate,,20,1 Hours,Advanced,415,https://www.coursera.org/learn/microsoft-copilot-in-excel-smarter-data-analysis-made-easy,Not Specified,Not Specified,Not Specified,Not Specified
Microsoft Copilot: Power Platform & Security Best Practices,Not Specified,Professional Certificate,,13,1 Weeks,Advanced,117,https://www.coursera.org/learn/microsoft-copilot-power-platform-security-best-practices,Compliance Management; Threat Detection; Microsoft Copilot; Automation; AI Security; Incident Response; AI Enablement; Workflow Management,Microsoft 365; Microsoft Power Platform; Microsoft Power Automate/Flow,Not Specified,Not Specified
Microsoft PL-300 Exam Preparation and Practice,Not Specified,Professional Certificate,,666,4 Weeks,Advanced,2,https://www.coursera.org/learn/microsoft-pl-300-exam-preparation-and-practice,Not Specified,Not Specified,Not Specified,Not Specified
Machine Learning Foundations: A Case Study Approach,Not Specified,Professional Certificate,,225,2 Weeks,Advanced,499,https://www.coursera.org/learn/ml-foundations,Not Specified,Not Specified,Not Specified,Not Specified
Machine Learning Operations (MLOps): Getting Started,Not Specified,Professional Certificate,,481,4 Hours,Advanced,4,https://www.coursera.org/learn/mlops-fundamentals,Google Cloud Platform; Continuous Integration; Cloud Deployment; Model Evaluation; DevOps; Data Pipelines; Continuous Deployment; Machine Learning; MLOps (Machine Learning Operations); Automation,Model Deployment,Not Specified,Not Specified
Model Context Protocol (MCP) Mastery,Not Specified,Professional Certificate,,55,4 Hours,Advanced,130,https://www.coursera.org/learn/model-context-protocol-mcp-mastery,Generative AI Agents; Secure Coding; Security Controls; Threat Modeling; Interoperability; Enterprise Architecture; AI Security; LLM Application; Agentic systems,Model Context Protocol; AI Workflows; Generative AI,Not Specified,Not Specified
Modern Data Architecture Fundamentals with Microsoft Fabric,Not Specified,Professional Certificate,,0,3 Weeks,Advanced,2,https://www.coursera.org/learn/modern-data-architecture-fundamentals-microsoft-fabric,Virtualization; Data Transformation; Enterprise Architecture; Data Architecture; Data Governance; Data Integration; Scalability; Real Time Data; Data Warehousing,Microsoft Azure; Data Lakes; Cloud Storage,Not Specified,Not Specified
Statistics and Data Analysis with Excel: Essentials,Not Specified,Professional Certificate,,70,1 Weeks,Advanced,1,https://www.coursera.org/learn/mq-statistics-and-data-analysis-with-excel-essentials,Not Specified,Not Specified,Not Specified,Not Specified
Natural Language Processing in TensorFlow,Not Specified,Professional Certificate,,536,2 Weeks,Advanced,600,https://www.coursera.org/learn/natural-language-processing-tensorflow,Artificial Neural Networks; Text Mining; Applied Machine Learning; Machine Learning; Data Preprocessing; Embeddings; Natural Language Processing; Recurrent Neural Networks (RNNs),Tensorflow; Generative AI,Not Specified,Not Specified
Navigating Generative AI: A CEO Playbook,Not Specified,Professional Certificate,,96,4- Hours,Advanced,94,https://www.coursera.org/learn/navigating-generative-ai-ceo-playbook-v2,Responsible AI; Operational Efficiency; Workforce Development; Strategic Leadership,Not Specified,Not Specified,Not Specified
Neural Networks and Deep Learning,Not Specified,Professional Certificate,,428,3 Weeks,Advanced,9,https://www.coursera.org/learn/neural-networks-deep-learning,Supervised Learning; Convolutional Neural Networks; Artificial Neural Networks; Applied Machine Learning; Deep Learning; Calculus; Linear Algebra; Recurrent Neural Networks (RNNs),Python Programming,Not Specified,Not Specified
Neural Networks and Random Forests,Not Specified,Professional Certificate,,17,1 Weeks,Advanced,983,https://www.coursera.org/learn/neural-networks-random-forests,Model Evaluation; Regression Analysis; Machine Learning; Random Forest Algorithm; Artificial Neural Networks; Deep Learning; Decision Tree Learning,Classification Algorithms; Tensorflow; Python Programming; Scikit Learn (Machine Learning Library); Keras (Neural Network Library),Not Specified,Not Specified
Sequence Models,Not Specified,Professional Certificate,,847,4 Weeks,Advanced,9,https://www.coursera.org/learn/nlp-sequence-models,Artificial Neural Networks; Natural Language Processing; Deep Learning; Embeddings; Transfer Learning; Recurrent Neural Networks (RNNs),Hugging Face,Not Specified,Not Specified
機器學習基石上 (Machine Learning Foundations)---Mathematical Foundations,Not Specified,Professional Certificate,,937,1 Weeks,Advanced,56,https://www.coursera.org/learn/ntumlone-mathematicalfoundations,Not Specified,Not Specified,Not Specified,Not Specified
Tools for Data Science,Not Specified,Professional Certificate,,128,2 Weeks,Advanced,791,https://www.coursera.org/learn/open-source-tools-for-data-science,Not Specified,Not Specified,Not Specified,Not Specified
OpenAI GPTs: Creating Your Own Custom AI Assistants,Not Specified,Professional Certificate,,761,7 Hours,Advanced,1,https://www.coursera.org/learn/openai-custom-gpts,Travel Arrangements; Expense Management; LLM Application; Verification And Validation; AI Personalization; Scenario Testing; Artificial Intelligence,OpenAI; ChatGPT; Prompt Engineering; Generative AI,Not Specified,Not Specified
120 Quick Stata Tips,Not Specified,Professional Certificate,,0,5 Hours,Advanced,479,https://www.coursera.org/learn/packt-120-quick-stata-tips-ypcuw,Not Specified,Not Specified,Not Specified,Not Specified
Alteryx for Beginners,Not Specified,Professional Certificate,,27,1 Weeks,Advanced,479,https://www.coursera.org/learn/packt-alteryx-for-beginners-3trz1,Not Specified,Not Specified,Not Specified,Not Specified
Computer Vision: YOLO Custom Object Detection with Colab GPU,Not Specified,Professional Certificate,,0,8 Hours,Advanced,479,https://www.coursera.org/learn/packt-computer-vision-yolo-custom-object-detection-with-colab-gpu-ixaf4,Not Specified,Not Specified,Not Specified,Not Specified
Lean Six Sigma - Yellow Belt,Not Specified,Professional Certificate,,27,9 Hours,Advanced,479,https://www.coursera.org/learn/packt-lean-six-sigma-yellow-belt-ymwv6,Not Specified,Not Specified,Not Specified,Not Specified
Managing Data as a Product: Scalable Data Architectures,Not Specified,Professional Certificate,,0,2 Weeks,Advanced,479,https://www.coursera.org/learn/packt-managing-data-as-a-product-scalable-architectures,Not Specified,Not Specified,Not Specified,Not Specified
Power BI Bootcamp - Learn by Building a Real-World Project,Not Specified,Professional Certificate,,0,1 Weeks,Advanced,479,https://www.coursera.org/learn/packt-power-bi-bootcamp-learn-by-building-a-real-world-project-60kpi,Not Specified,Not Specified,Not Specified,Not Specified
Project Finance & Excel: Build Financial Models from Scratch,Not Specified,Professional Certificate,,13,6 Hours,Advanced,479,https://www.coursera.org/learn/packt-project-finance-and-excel-build-financial-models-from-scratch-dibcs,Not Specified,Not Specified,Not Specified,Not Specified
SQL for Beginners,Not Specified,Professional Certificate,,0,4 Hours,Advanced,479,https://www.coursera.org/learn/packt-sql-for-beginners-2tymb,Data Analysis; Data Transformation,Relational Databases,Not Specified,Not Specified
The STATA OMNIBUS: Regression and Modelling with STATA,Not Specified,Professional Certificate,,5,2 Weeks,Advanced,479,https://www.coursera.org/learn/packt-the-stata-omnibus-regression-and-modelling-with-stata-m7ul1,Not Specified,Not Specified,Not Specified,Not Specified
Mathematics for Machine Learning: PCA,Not Specified,Professional Certificate,,181,2 Weeks,Advanced,101,https://www.coursera.org/learn/pca-machine-learning,Advanced Mathematics; Linear Algebra; Unsupervised Learning; Feature Engineering; Calculus; Statistics; Dimensionality Reduction; Data Preprocessing,Jupyter; Python Programming; NumPy,Not Specified,Not Specified
AWS Certified AI Practitioner (AIF-C01),Not Specified,Professional Certificate,,6,1 Weeks,Advanced,54,https://www.coursera.org/learn/pearson-aws-certified-ai-practitioner-aif-c01-video-course-1-asbvj,Not Specified,Not Specified,Not Specified,Not Specified
Microsoft Power BI Desktop - The Practical Bootcamp,Not Specified,Professional Certificate,,25,8 Hours,Advanced,6,https://www.coursera.org/learn/power-bi-course,Not Specified,Not Specified,Not Specified,Not Specified
Power BI Fundamentals and Data Modeling,Not Specified,Professional Certificate,,0,5 Weeks,Advanced,0,https://www.coursera.org/learn/powerbi-fundamentals-and-data-modeling,Governance; Team Management,Not Specified,Not Specified,Not Specified
Practical Time Series Analysis,Not Specified,Professional Certificate,,393,3 Weeks,Advanced,98,https://www.coursera.org/learn/practical-time-series-analysis,Not Specified,Not Specified,Not Specified,Not Specified
Practicing for the SAS Programming Certification Exam,Not Specified,Professional Certificate,,96,9 Hours,Advanced,23,https://www.coursera.org/learn/practicing-sas-programming-certification,Data Manipulation; Statistical Programming; Exploratory Data Analysis; Data Transformation; Data Validation; Data Import/Export; Data Analysis,SAS (Software),Not Specified,Not Specified
Pre-MBA Statistics,Not Specified,Professional Certificate,,115,2 Weeks,Advanced,143,https://www.coursera.org/learn/pre-mbastatistics,Not Specified,Not Specified,Not Specified,Not Specified
Prediction and Control with Function Approximation,Not Specified,Professional Certificate,,112,2 Weeks,Advanced,114,https://www.coursera.org/learn/prediction-control-function-approximation,Not Specified,Not Specified,Not Specified,Not Specified
Preparing Data for Analysis with Microsoft Excel,Not Specified,Professional Certificate,,514,2 Weeks,Advanced,2,https://www.coursera.org/learn/preparing-data-for-analysis-with-microsoft-excel,Data Cleansing; Data Manipulation; Data Processing; Data Presentation; Spreadsheet Software; Timelines; Data Analysis; Excel Formulas,Microsoft Excel; Power BI,Not Specified,Not Specified
Fundamentos de probabilidad y aplicaciones,Not Specified,Professional Certificate,,47,2 Weeks,Advanced,29,https://www.coursera.org/learn/probabilidad,Applied Mathematics; Probability Distribution; Combinatorics; Descriptive Statistics; Probability; Statistics; Risk Modeling; Risk Management,Not Specified,Not Specified,Not Specified
Probabilistic Graphical Models 1: Representation,Not Specified,Professional Certificate,,443,7 Weeks,Advanced,98,https://www.coursera.org/learn/probabilistic-graphical-models,Not Specified,Not Specified,Not Specified,Not Specified
Probabilistic Graphical Models 2: Inference,Not Specified,Professional Certificate,,489,4 Weeks,Advanced,98,https://www.coursera.org/learn/probabilistic-graphical-models-2-inference,Not Specified,Not Specified,Not Specified,Not Specified
Probabilistic Graphical Models 3: Learning,Not Specified,Professional Certificate,,304,7 Weeks,Advanced,98,https://www.coursera.org/learn/probabilistic-graphical-models-3-learning,Not Specified,Not Specified,Not Specified,Not Specified
Natural Language Processing with Probabilistic Models,Not Specified,Professional Certificate,,394,3 Weeks,Advanced,249,https://www.coursera.org/learn/probabilistic-models-in-nlp,Not Specified,Not Specified,Not Specified,Not Specified
Introduction to Probability and Data with R,Not Specified,Professional Certificate,,874,2 Weeks,Advanced,429,https://www.coursera.org/learn/probability-intro,Not Specified,Not Specified,Not Specified,Not Specified
Probability and Statistics: To p or not to p?,Not Specified,Professional Certificate,,499,2 Weeks,Advanced,90,https://www.coursera.org/learn/probability-statistics,Not Specified,Not Specified,Not Specified,Not Specified
Probability Foundations for Data Science and AI,Not Specified,Professional Certificate,,83,4 Weeks,Advanced,39,https://www.coursera.org/learn/probability-theory-foundation-for-data-science,Probability; Statistical Methods; Probability Distribution; Statistics; Statistical Analysis; Probability & Statistics; Data Analysis,Not Specified,Not Specified,Not Specified
Process Data from Dirty to Clean,Not Specified,Professional Certificate,,820,2 Weeks,Advanced,0,https://www.coursera.org/learn/process-data,Not Specified,Not Specified,Not Specified,Not Specified
Process Mining: Data science in Action,Not Specified,Professional Certificate,,269,2 Weeks,Advanced,96,https://www.coursera.org/learn/process-mining,Not Specified,Not Specified,Not Specified,Not Specified
Project: Generative AI Applications with RAG and LangChain,Not Specified,Professional Certificate,,65,9 Hours,Advanced,56,https://www.coursera.org/learn/project-generative-ai-applications-with-rag-and-langchain,Not Specified,Not Specified,Not Specified,Not Specified
Prompt Engineering for ChatGPT,Not Specified,Professional Certificate,,815,2 Weeks,Advanced,0,https://www.coursera.org/learn/prompt-engineering,Creativity; Problem Solving; Productivity; Context Management; Verification And Validation; AI Enablement; Prompt Patterns; Artificial Intelligence; Large Language Modeling; LLM Application,Generative AI; OpenAI; Prompt Engineering; ChatGPT,Not Specified,Not Specified
Prompt Engineering for ChatGPT: Beginner to Advanced,Not Specified,Professional Certificate,,0,1 Weeks,Advanced,197,https://www.coursera.org/learn/prompt-engineering-chatgpt,Not Specified,Not Specified,Not Specified,Not Specified
Prompt Engineering Mastery,Not Specified,Professional Certificate,,20,4 Weeks,Advanced,31,https://www.coursera.org/learn/prompt-engineering-mastery,Not Specified,Not Specified,Not Specified,Not Specified
Introduction to Data Science in Python,Not Specified,Professional Certificate,,278,3 Weeks,Advanced,0,https://www.coursera.org/learn/python-data-analysis,Statistical Analysis; Data Import/Export; Data Transformation; Data Manipulation; Programming Principles; Data Cleansing; Data Science; Pivot Tables And Charts; Data Preprocessing; Data Analysis,Python Programming; NumPy; Pandas (Python Package),Not Specified,Not Specified
Python Data Analytics,Not Specified,Professional Certificate,,244,2 Weeks,Advanced,30,https://www.coursera.org/learn/python-data-analytics,Data Manipulation; Programming Principles; Data Cleansing; Data Analysis; Scripting; Data Visualization Software; Exploratory Data Analysis; Matplotlib; Regression Analysis; Data Visualization,Python Programming; Pandas (Python Package); Jupyter,Not Specified,Not Specified
"Capstone: Retrieving, Processing, and Visualizing Data with Python",Not Specified,Professional Certificate,,403,9 Hours,Advanced,0,https://www.coursera.org/learn/python-data-visualization,Not Specified,Not Specified,Not Specified,Not Specified
"Python for Data Science, AI & Development",Not Specified,Professional Certificate,,480,2 Weeks,Advanced,2,https://www.coursera.org/learn/python-for-applied-data-science-ai,Data Structures; Automation; Computer Programming; File I/O; Data Import/Export; Data Manipulation; Web Scraping; Data Analysis; Programming Principles; Object Oriented Programming (OOP),Application Programming Interface (API); Jupyter; NumPy; JSON; Python Programming; Pandas (Python Package); Restful API,Not Specified,Not Specified
Python for Data Analytics,Not Specified,Professional Certificate,,25,4 Weeks,Advanced,46,https://www.coursera.org/learn/python-for-data-analytics,Not Specified,Not Specified,Not Specified,Not Specified
Data Visualization with Python,Not Specified,Professional Certificate,,440,3 Weeks,Advanced,385,https://www.coursera.org/learn/python-for-data-visualization,Not Specified,Not Specified,Not Specified,Not Specified
Python for Genomic Data Science,Not Specified,Professional Certificate,,254,2 Weeks,Advanced,75,https://www.coursera.org/learn/python-genomics,Data Manipulation; Bioinformatics; File I/O; Data Structures; Object Oriented Programming (OOP); Computational Logic; Package and Software Management; Programming Principles,Jupyter; Python Programming,Not Specified,Not Specified
Applied Machine Learning in Python,Not Specified,Professional Certificate,,775,3 Weeks,Advanced,0,https://www.coursera.org/learn/python-machine-learning,Not Specified,Not Specified,Not Specified,Not Specified
Python Essentials for MLOps,Not Specified,Professional Certificate,,135,4 Weeks,Advanced,0,https://www.coursera.org/learn/python-mlops-duke,Not Specified,Not Specified,Not Specified,Not Specified
Python para Ciencia de Datos,Not Specified,Professional Certificate,,72,9 Hours,Advanced,11,https://www.coursera.org/learn/python-para-ciencia-de-datos,Not Specified,Not Specified,Not Specified,Not Specified
Python Project for Data Science,Not Specified,Professional Certificate,,236,7 Hours,Advanced,324,https://www.coursera.org/learn/python-project-for-data-science,Data Processing; Data Visualization Software; Analytical Skills; Data Collection; Data Analysis; Matplotlib; Data Science; Web Scraping; Data Presentation,Python Programming; Jupyter; Dashboard; Pandas (Python Package),Not Specified,Not Specified
R Programming,Not Specified,Professional Certificate,,979,6 Weeks,Advanced,1,https://www.coursera.org/learn/r-programming,Not Specified,Not Specified,Not Specified,Not Specified
Regression Analysis: Simplify Complex Data Relationships,Not Specified,Professional Certificate,,591,3 Weeks,Advanced,16,https://www.coursera.org/learn/regression-analysis-simplify-complex-data-relationships,Not Specified,Not Specified,Not Specified,Not Specified
"Trustworthy AI: Managing Bias, Ethics, and Accountability",Not Specified,Professional Certificate,,12,2 Weeks,Advanced,0,https://www.coursera.org/learn/responsible-ai-and-ethics,Not Specified,Not Specified,Not Specified,Not Specified
Responsible AI for Mental Health,Not Specified,Professional Certificate,,13,1 Weeks,Advanced,1,https://www.coursera.org/learn/responsible-ai-for-mental-health,Not Specified,Not Specified,Not Specified,Not Specified
Responsible AI Principles,Not Specified,Professional Certificate,,0,- Days,Advanced,31,https://www.coursera.org/learn/responsible-ai-principles,Not Specified,Not Specified,Not Specified,Not Specified
Responsible and Ethical AI,Not Specified,Professional Certificate,,0,2 Weeks,Advanced,271,https://www.coursera.org/learn/responsible-and-ethical-ai,Not Specified,Not Specified,Not Specified,Not Specified
Population Health: Responsible Data Analysis,Not Specified,Professional Certificate,,19,3 Weeks,Advanced,6,https://www.coursera.org/learn/responsible-data-analysis,Not Specified,Not Specified,Not Specified,Not Specified
Sample-based Learning Methods,Not Specified,Professional Certificate,,223,2 Weeks,Advanced,114,https://www.coursera.org/learn/sample-based-learning-methods,Not Specified,Not Specified,Not Specified,Not Specified
Doing More with SAS Programming,Not Specified,Professional Certificate,,944,2 Weeks,Advanced,129,https://www.coursera.org/learn/sas-programming-advanced,Data Processing; Debugging; Data Cleansing; Data Manipulation; Descriptive Statistics; Data Presentation; Statistical Programming; Data Integration; Data Analysis; Data Transformation,SAS (Software),Not Specified,Not Specified
Getting Started with SAS Programming,Not Specified,Professional Certificate,,180,2 Weeks,Advanced,129,https://www.coursera.org/learn/sas-programming-basics,Data Validation; Exploratory Data Analysis; SQL; Statistical Programming; Descriptive Statistics; Data Preprocessing; Data Import/Export; Data Analysis; Data Access; Data Manipulation,Microsoft Excel; SAS (Software),Not Specified,Not Specified
Natural Language Processing with Sequence Models,Not Specified,Professional Certificate,,235,2 Weeks,Advanced,249,https://www.coursera.org/learn/sequence-models-in-nlp,Embeddings; Recurrent Neural Networks (RNNs); Text Mining; Deep Learning; Applied Machine Learning; Natural Language Processing; Artificial Neural Networks,Tensorflow,Not Specified,Not Specified
Social Media Data Analytics,Not Specified,Professional Certificate,,298,1 Weeks,Advanced,48,https://www.coursera.org/learn/social-media-data-analytics,Not Specified,Not Specified,Not Specified,Not Specified
Social Network Analysis,Not Specified,Professional Certificate,,243,1 Weeks,Advanced,93,https://www.coursera.org/learn/social-network-analysis,Not Specified,Not Specified,Not Specified,Not Specified
Spatial Data Science and Applications,Not Specified,Professional Certificate,,532,1 Weeks,Advanced,0,https://www.coursera.org/learn/spatial-data-science,Spatial Data Analysis; Geospatial Mapping; Big Data; Spatial Analysis; Network Analysis,PostgreSQL; Apache Hadoop; Geographic Information Systems; Database Management Systems,Not Specified,Not Specified
Databases and SQL for Data Science with Python,Not Specified,Professional Certificate,,873,2 Weeks,Advanced,4,https://www.coursera.org/learn/sql-data-science,Data Analysis; Databases; Transaction Processing; Data Manipulation; Stored Procedure; SQL,Pandas (Python Package); Relational Databases; Query Languages; Jupyter; Python Programming,Not Specified,Not Specified
SQL for Data Science (and Version Control with GitHub),Not Specified,Professional Certificate,,20,3 Weeks,Advanced,61,https://www.coursera.org/learn/sql-for-data-science-and-version-control-with-github,Not Specified,Not Specified,Not Specified,Not Specified
SQL Foundations,Not Specified,Professional Certificate,,195,2 Weeks,Advanced,2,https://www.coursera.org/learn/sql-foundations,Data Manipulation; Databases; Data Transformation; Data Analysis; SQL,Generative AI; Query Languages; Relational Databases; Transact-SQL; Microsoft SQL Servers,Not Specified,Not Specified
SQL: A Practical Introduction for Querying Databases,Not Specified,Professional Certificate,,699,2 Weeks,Advanced,4,https://www.coursera.org/learn/sql-practical-introduction-for-querying-databases,Database Management; Stored Procedure; SQL; Databases; Data Analysis; Transaction Processing; Data Manipulation,IBM DB2; Microsoft SQL Servers; Database Systems; Relational Databases; Query Languages; MySQL,Not Specified,Not Specified
Introduction to Statistics,Not Specified,Professional Certificate,,280,1 Weeks,Advanced,593,https://www.coursera.org/learn/stanford-statistics,Not Specified,Not Specified,Not Specified,Not Specified
Improving your statistical inferences,Not Specified,Professional Certificate,,801,3 Weeks,Advanced,30,https://www.coursera.org/learn/statistical-inferences,Not Specified,Not Specified,Not Specified,Not Specified
"Statistical Thinking for Industrial Problem Solving, presented by JMP",Not Specified,Professional Certificate,,100,5 Weeks,Advanced,0,https://www.coursera.org/learn/statistical-thinking-applied-statistics,Not Specified,Not Specified,Not Specified,Not Specified
Statistics for Data Science with Python,Not Specified,Professional Certificate,,164,1 Weeks,Advanced,60,https://www.coursera.org/learn/statistics-for-data-science-python,Not Specified,Not Specified,Not Specified,Not Specified
Step Into SQL with Jupyter Notebooks,Not Specified,Professional Certificate,,0,8 Hours,Advanced,61,https://www.coursera.org/learn/step-into-sql-with-jupyter-notebooks,Version Control; SQL,Query Languages; GitHub; Relational Databases; Git (Version Control System); Jupyter; MySQL,Not Specified,Not Specified
Supervised Machine Learning: Classification,Not Specified,Professional Certificate,,127,2 Weeks,Advanced,165,https://www.coursera.org/learn/supervised-machine-learning-classification,Not Specified,Not Specified,Not Specified,Not Specified
Supervised Machine Learning: Regression,Not Specified,Professional Certificate,,242,2 Weeks,Advanced,165,https://www.coursera.org/learn/supervised-machine-learning-regression,Not Specified,Not Specified,Not Specified,Not Specified
Supply Chain Management and Analytics,Not Specified,Professional Certificate,,559,3 Weeks,Advanced,84,https://www.coursera.org/learn/supply-chain-management-and-analytics,Not Specified,Not Specified,Not Specified,Not Specified
Técnicas Cuantitativas y Cualitativas para la Investigación,Not Specified,Professional Certificate,,0,1 Weeks,Advanced,242,https://www.coursera.org/learn/tecnicas-cuantitativas-y-cualitativas-para-la-investigacion,Not Specified,Not Specified,Not Specified,Not Specified
"Sequences, Time Series and Prediction",Not Specified,Professional Certificate,,161,2 Weeks,Advanced,600,https://www.coursera.org/learn/tensorflow-sequences-time-series-and-prediction,Not Specified,Not Specified,Not Specified,Not Specified
Text Mining and Analytics,Not Specified,Professional Certificate,,741,3 Weeks,Advanced,109,https://www.coursera.org/learn/text-mining,Not Specified,Not Specified,Not Specified,Not Specified
